,text,sentiment,word_count
ENTRY-033,"Let's start the year off with Gluttony!!!!\n\nWell, not full gluttony, but a review of Gluttony.  So the Bacchanal Buffet has been touted as being the best buffet on the Las Vegas Strip.  That's a pretty tall order considering the amount of competition they have.  I mean, Las Vegas is synonymous to the word Buffet... or was it the other way around?  Either way, that statement is a HUGE statement.  \n\nMy verdict?  Over-hyped!!! Why?  I was told it's a mind blowing amazing buffet that has huge amounts of variety and great quality.  When I got in, I was presented with a decent variety with decent quality.  I think people see all the stations sprawled out about the walls and think that it's a ton of different variety.  In all reality, I think it's the same (okay maybe a little more) as the other major buffets, but just against the wall.  So when people say it's a huge variety, this was a disappointment.  \n\nQuality was another thing that was said to be amaze-balls.  Was it great?  No!  The wifey and the in-laws all said it too, \""It's good for a buffet\"".  If somewhere is going to be the BEST of the best, you can't add that \""for a buffet\"" at the end of the statement, that's just cheating!   That's just not right!!!  The seafood station was okay, they had oysters, shrimp, crab legs, the usual fare.  Just nothing stood out.  The shrimp were slimy and the crab claws were poorly cut and had very little meatiness.  \n\nIn all reality, based on Quality and Variety, I'd probably give it a 4 star.  I mean, it is good.  Not amazing, but it is good.  Why 3 stars?  I had to wait 2.5 hours for this.  TWO AND A HALF HOURS!!!!  We went in at 4 o'clock thinking we'd beat the rush, nope!  After standing there for that long, after having asshats of people cut in front of us (who gave me dirty looks when i wouldn't move out of their way to cut), it was just not worth it!   The only saving grace for the line was that they had some computer kiosks that the wifey and I figured out how to get to the windows prompt.  Because it's vegas and everyone's watching, i put it almost back to normal.  Everyone behind us thought they were geniouses because they pulled up ms paint and had fun playing with it.  Your welcome. \n\nTo add insult to injury of 2.5 hours of my life wasted in line, the price was insane.  We paid ~$60 pp NOT including tip.  They called it \""Holiday pricing\"".  We called it a rip off since they didn't even have alaskan king crab legs (which i actually didn't mind.  I prefer snow crab).  \n\nI read a lot of reviews with all the things they had before, and honestly, I think they did what all other buffets did.  Start of with great quality and decent prices. Once you get your name out there, jack up the prices and then let the quality slowly degrade.  That way no one knows the wiser.  Me?  I'll stick to Wynn.\n\nTL:DR - Over-hyped.",Neutral,525
ENTRY-034,"Not that this place needs another review, but I'd like to give the out-of-towner review.  I've heard good things about this place on yelp as we were trying to fine a pre-game restuanrant on Carson.  We were expecting long lines thanks to previous yelp reviews so that wasn't a big issue.  The bar was extremely packed so we went to one of the bars next door to have a couple of beers before dinner.  We went back to FHS after about 45 min so our name wouldn't be called and us not be there.  We asked one of the friendly hostesses how much longer the wait was and she said not very long so we made our way to the bar.  Within 2 min she came and got us and said we're not next but she saw us and didn't feel like screaming, which was very nice of her.  Onto the food.....\n\nWe both had a burger, I had the Renee and my girlfriend had just a normal burger.  I gotta say it was much better than I expected and I left with a full and tired belly.  The waitress was not overly friendly but not overly attitude-ish as well.  She helped us out with some after dinner bars (see my review of Marios).\n\nFat Heads is definitely a place to go if you're visiting Pittsburgh or if you are extremely hungry.  I'll probably go back when/if I visit Pittsburgh again.",Positive,239
ENTRY-035,"I'm not much of a sandwich lover, but this place makes me love their sandwiches! It's good...hot sandwiches with great ingredients that complements each other. There's always a long line, at least every time that I go. \nLocated in planet Hollywood hotel, in the miracle mile shops area, across from ABC souvenir shop. \nHighly recommend: All American turkey sandwich and chicken tortilla soup. \nThe full montagu was good, but the cranberry sauce in the all American made it all the better. I want to try the chicken chipotle next time....but I love that cranberry sauce! :) \n\nIt's worth a try!",Positive,100
ENTRY-036,"went for the prime rib special $9.95,and the wait was nothing,as i guess these reviews are scaring people away from eating there???  This restaurant is in Hooter's,but the hotel and casino is real old,no camera in the elevators and doubt they have any one patrolling the parking lots??? And they have a promo with Hooter's to play $100 free on a $5 slot machine 3 at a times,and just waste a few minutes to win nothing,or real $$,must rack up 1700 points-WTF.\nOk back to the food,wait was none,and I usually prefer my prime rib rare,they said there was none,when they brought mine out-close to medium, the jalapeno corn muffin was great,with there honey butter,garlic mash too,but the corn was old or sitting out a long time.. The waiter at this time was attentive,but overall I would not go there again... Thx for the reviews on the in wings,as in CA at the Applebees' ,they are a happy hour appertizers and usually pretty good with and/or with sauce on the side..",Negative,170
ENTRY-037,"We were out shopping and decided to find a Pizza place near home. \nLooked on YELP our go to online search,  and found Old School Pizzeria not too far away.\n\n It was Fantastic.\n (Most in the area suck big time, sorry I'm from NY where we know our PIZZA!) \n\nWe entered the shop which had 4 tables with tablecloths and leather chairs. A big blackboard covered one full wall with the menu written out. \n\nSo many interesting item to choose from. They have a fennel, mozz, grape/heirloom tomato and basil in a vinaigrette called Gio's Salad, It was delicious. \n\nThen our pizza came. So far I haven't never gotten roasted whole cloves of garlic on a pizza but this one had it. It was the 14inch veggie. More heirloom tomatoes, grilled mushrooms, roasted peppers, caramelized onions, eggplant and more stuff. The crust was crusty!! :) and really good. \n\nLoved the decor. \n\nIf you find yourself in the area, you must get a pizza or any of the fantastic dinner selections.. They had osso buco, roasted chicken with a savory bread pudding.. stuff just sounds great. Need to try something else next time! \n\nDefinitely a new spot for us. \n\nNLV is finally getting some good restaurants.",Positive,205
ENTRY-038,"I was really surprise at how fun and cool this place turned out to be. Spacious and open, you don't feel like you're tripping over the little peanuts.There's plenty to keep the kids entertained from the interactive games to the mesmerizing moving floor. With a very well stocked bar, there's pool and bowling to keep you from going stir crazy. Food was surprisingly good and moderately priced. The bowling was definitely my fave part because of the animated cartoons in between each player. Pure utter entertainment. Love seeing your personalized selfies become animated clips of \""cheer squad.\"" If I wasn't in my sundress, I would recommend strapping on the harness and doing the obstacle course so you get a bird's eye view of everyone below. Definitely coming back as a group outing or family get together; on side note, perfect for teambuilding event too.",Positive,144
ENTRY-039,"It IS in the Sante Fe Hotel, however, it feels like you're in a sexy restaurant on the strip.  The atmosphere is perfect for those with a sophisticated palate, but lacks the loud music, and obnoxious attitudes... If I lived in North Las Vegas, I would love having this place close by without having to drive into town.\n\nNow onto the drinks.  Pretty great wine list with everything from Stags Leap to Cakebread at prices you would expect to pay at a steak house. Had martini's at a prior visit that were excellent.\n\nLOVE the lobster mac and cheese, creamed spinach, and filet mignon.  The 12 oz was enough to split with a girlfriend!\n\nYou can make it work on $50-$75 per person plus tip depending on how hungry you are.",Positive,128
ENTRY-040,"Eat is special.\n\nThe food is outstanding! I've been here numerous times and have never had a bad meal. \n\nThis trip I ordered the truffle egg sandwich with taters. The pair of fluffy scrambled eggs were nestled with two thick strips of bacon and feta and saut\u00e9ed mushrooms that tasted of truffles. This all rested between warm soft chiabata bread. For $12 I was winning life.\n\nI also had a cup of Guatemalan coffee, creamy smooth and perfectly brewed for $3.\n\n\nThis place is often packed. Be ready for a long wait if you come at peak lunch hours. Today we arrived at 11:45 and happily only had a 10 minute wait to be seated. \n\nCome try Eat. You will be glad you did.",Positive,121
ENTRY-041,"This place was awesome.  It could have to with the fact that we walked here from the strip and were starving, but still great.  I had the #10 Pho Dac Biet Xe Lua, which was hot, fresh and the broth is very good.  This was our first Vietnamese experience. Now we need to find some where in MI to try also.",Positive,61
ENTRY-042,"Yum yum... after having a fun afternoon at the Desert Botanical Gardens and walking thru the Yucca and Aloe exhibits, my mind had locked onto the idea of getting some yucca for dinner. haha\n\nSo what did I do?  Well, I came home and Yelped 'yucca'... quicker than a snap, up popped a variety of restaurants and bars in my area.  Well, after skimming reviews on each of them, I picked the restaurant that was the newest and more reasonably priced, Inka Fest.  An hour later, my roommate, my guy and I were sitting at one of their tables, trying to decided between the many delicious-looking options.  We appetized with empanadas and fried yucca and ended with Bistec a la pobre, saltado camarones and saltado pollo.  It was all delicious!  Seriously, I'd reorder any of the 3 dishes.  \n\nThe only note was that the restaurant was a lil quiet... could've used some musica in the background.  It was interesting to see the Peruvian channel but it would have been better to have captions on the TV and music playing in the restaurant... for the non-Spanish speaking patrons. \n\nI'll definitely be back.  I'm still thinking about my shrimp saltado!\n\nSee ya there. :)",Positive,200
ENTRY-043,"So far, I'd have to say Bar Marco is my top pick for grabbing some GOOD cocktails AND being able to also feed yourself with delicious food!\n\nThe main attraction at Bar Marco has got to be the cocktails.  They can make you anything.  You give them a few hints and characteristics of the types of cocktails you want and voila!  The bartender will craft a drink just for you.  My favorite so far has been a rye, vermouth, lavender, soda water drink that I got when I asked for something whiskey, but not syrupy, cinnamony or too heavy.\n\nAll the dishes at Bar Marco are on the smaller side, so again, the main attraction is the drinks.  But, a girl's got to eat and with those drinks, you should probably get a little into your stomach!  So don't expected to be stuffed to the brim, but definitely try some of their yummy dishes to go along with your drinks.  Between me and a girlfriend, we ordered 2 appetizer plates and an entree plate.  And it was the perfect amount!\n\nThe decor and atmosphere are also great at Bar Marco!  It's a small cozy space, so not ideal for groups, but perfect for dropping in with a friend or two.  Before the sun sets, the restaurant is flooded with light and has an airy lively vibe.  After the sun goes down, it gains a speakeasy electric feel.  My only complaint with the space is that it can get pretty loud in there with all the bare tiles.  But it adds to the lively ambiance.\n\nAnd of course, service has always been very good.  Waiters and bartenders are all very patient as you piece together your wishes and desires for a drink!",Positive,287
ENTRY-044,"If you are watching your sugar intake, make this your only 'sin' in town! I was so happy that I decided to stop in here while visiting the Tempe college campus. Hand created waffle cones, dipped in chocolate and sprinkles, and I'm not even going to share with what ice cream flavor I got, because you can't go wrong with any. My advice- stick to the flavor you love, and you'll love it even better after trying it.\n\nGreat location! If you are taking the trolley that stops closely in front of this place to go see a Spring Training game- this is the perfect stop before that.",Positive,107
ENTRY-045,"I love Lisa.\n\nLisa is a stylist who can do everything and does it well. She really loves what she does and it shows.\n\nI always say you have to look at how someone does the service for themselves before you take theirs. Your personal trainer: you want them to be fit, right? Otherwise, what are they teaching you? Same with your beauty stylist. You can tell Lisa takes immaculate care of herself and I feel super comfortable having her do my hair/lashes/makeup, etc... Because all I need to do is look at her!\n\nShe has vast knowledge on anything from my crazy Greek hair to my friend's hawaiian hair, to African American hair. I mean, common. She can do your makeup for a fancy dinner, for tv shows, weddings, costumes... She does amazing lashes and the best extensions Ive seen. I LOOOOOOVE how she cuts my hair. flawlessly what I ask for.\n\nI dont want to make this too long, but the last thing I want to say is that I agree with Darly P. and Fann A. in that you leave feeling beautiful and relaxed. And you know what that is? That isnt your angels fanning you, it's the awesome person that Lisa is. She is so sweet, and has become one of my close friends simply through what she does. She is so sweet. Love her.",Positive,225
ENTRY-046,"its bad in general. the service is lame. The pianist I think is on speed. No style just plows through it. I called ahead to ask about dinner and wine specials for dinner. Dinner is not happy hour. I was told all about the happy hour specials except that they were for happy hour.  Its just a click joint as my father would say with a new york accent. The worst Cesare salad I ever had. No taste, small 9.00 dollars. Spare me.\nWatered down drinks.",Negative,85
ENTRY-047,"Not one that rented much cars in my life think maybe one other time. So I really had no bases too go on. I was looking for someplace close too the house. Price was fair and one that had car on site. I thinking since this location is no where near the airport had my doubts but figure give it go. What I found was great staff, professional, and could not have had better experience! \n\nIt all started with Cody. He was more then helpful explaining all my options. I was telling him that my car was in the shop needed something too drive around on my days off. He told me that get little extra discount for my situation. Bonus. Not once was he pushing me too get upgrade not that there was much options that day. More or less from the set of keys hanging only two too start with got one of them. He explained all the policies very clearly and made the process that much easier. It came too signing up for insurance coverage he never pushed it on me (although end I did get the coverage for two day rental). The whole time smile on his face, talking stories with him was great, and even once got the car the customer service never stopped. Few hours later got courtesy call from Enterprise. Asking if everything was good and simple call really showed me much they care about customer experience!!! The day return the car talked too another salesperson but the customer service was fantastic.\n\nThe price not sure if reasonable or pricey cause not too often rent car. If need car on the go would not hesitate too come back.",Positive,284
ENTRY-048,"I would not recommend anyone going to Nachos unless it is for something very simple like putting in a new battery. The mechanics for the most part do not speak English. I have no issue with that except they are apparently shade tree mechanics. My car was towed there by the Auto Club who said even though he wasn't on the AAA approved list, he was good. This must have been his cousin ! He repaired a transmission seal on my car which became a disaster. Once I made it home on limp mode since he ruined a speed sensor in my car, the mechanic took photos of the lines they had cut in half and then re did with blue masking tape. I still have the photos. Don't go there for major work. It will be done by guys who are not true mechanics and do not even know that you do not cut wires. It was sloppy work and my transmission never worked right again until hundreds of dollars more were spent to repair the damage done. I was taken advantage of since I was a tourist.",Negative,189
ENTRY-049,"Awesome hotel!  When we can afford it, Bellagio is our favorite hotel to stay at in Las Vegas.  Make sure to book a room with a lake view.  It is truly a treat to watch the fountains of Bellagio from your room.  Just tune the tv channel to the music of the water show, and enjoy listening and watching the amazing sight right outside your window.\n\nThe room itself is immaculate, and the bed is very comfortable.  I have absolutely no complaints about the rooms or service here.  Make sure to go swimming because their pools are terrific.  We have even ended up winning during our stays here.  My only complaint is that their buffet should taste better for the price it costs.\n\nOverall, I highly recommend staying here if it fits within your budget.  They are located at the heart of the strip, and convenient walking distance to other locales.",Positive,149
ENTRY-050,"Looking at the menu, I thought that there were too many cuisines and types of dishes to be good at any of them. So I tried just Chinese for this visit. \n\nWe had: \n\nDuck Buns - They fry their buns so the texture is different from the soft bun, but it was really tasty because it is fried. The duck was good and not too fatty. I liked this minus the fact my fingers were all oily and greasy. \n\nShrimp Chow Fun - The sauce sauteed into the noodles were not salty like most restaurants. The shrimp were a decent size and not overcooked. Since I love ho fun noodles, this was almost a guaranteed winner anyway. \n\nWonton Noodles - Broth was authentic and had a good Hong Kong wonton noodle flavor. The wontons were meaty and the noodles were al dente. Good ingredients all together made this dish outstanding. \n\nYes, I would come back if in the neighborhood. They had  a 2 for 1 special when I was there, can't beat that.",Positive,173
ENTRY-051,"Disappointing.    The menu looked really good at first glance and the food prices were reasonable.  The server was very chatty and promised to have our food out quickly as we were leaving for the airport in about 90 minutes.  We all ordered and immediately the problems started.  My \""no cheese\"" Cobb salad had big clumps of goat cheese in it (I thought it was chopped egg, took a big bite and nearly vomited LOL), my friend's Caesar salad had chicken even though she didn't want chicken and my other friend couldn't eat his steak as it just tasted strange.  The waiter never apologized for any of the issues and it took forever to get our bill - several errors were made on the bill which took some time to decipher and were ended up being late leaving for the airport.\n\nHaving said that The Pub has a sweet patio with a great view of the pool and it's supposed to be awesome during Happy Hour so I would likely try it again, you never know!",Negative,174
ENTRY-052,Our concierge at the Nugget suggested Triple George Grill for lunch. Bingo! Loved it!! Such a classy little place! It was a short walk from our hotel and a nice departure from all the blingy flashy-ness of Fremont. Crisp white tableclothes and attentive waiters. We sat in a private booth with high wooden walls and our own flat screen tv. We had the goat cheese and marinara app... omg... I will be making this at home. SOOOO yummy!!  Hunnypot had the steak sandwich... and I mean it was a steak sandwich. No pussy ass sliced beef... this was a whole slab o' meat on french bread! I had the George burger with carmelized onions and mushrooms. omg. So yummy but had to eat it with a fork. Which is fine by me!! The iced tea hit the spot too. And I'm a picky tea drinker! Love this place and will def try it for dinner next trip!!,Positive,157
ENTRY-053,"Horrible experience AGAIN!! Used to get my hair done by Duc who moved back to SC. Since then haven't been able to find a hair dresser that can cut straight hair in a V properly. \nTeresa screwed my hair up, tugging half the hair off my head when she should be combing it out after a wash. She cuts like she wants to cut me!\nTravis is nice, but that's about it. \nAnyone know where Duc is? He was suppose move back to vegas in February. His phone has now been disconnected.\nHe worked and was trained by Toni and Guy. He is the only hairdresser I ever found that was GREAT at what he does.",Negative,114
ENTRY-054,"Wow!!! This past Saturday, on a whim, my family and some friends decided to go \""venture\"" out to go on the Dolly Steamboat Dinner Cruise. Now at first I didn't want to go, thinking that it would be boring or an old-person kinda thing (sorry older folks), but I must say I was extremely pleasantly surprised.  \n\nThe drive into Canyon Lake is and was breath-taking, surrounded by mountains on all sides, greenery, flowers, and then as you come over the last turn, you see the lake surrounded by the mountains -- it's so surreal, it's one of those \""pinch me, I must be dreaming\"" kind of moments. \n\nWe arrived and parked, and since we got there a bit early, we were able to enjoy the scenery from on the dock, which is gorgeous! When we were finally able to check in, we were a bit skeptical about sitting outside since it was still quite warm out, but we were assured we would love it -- and we did!!! I'm pretty sure we had the BEST seats in the house (aside from the captain, of course)! It was so peaceful and serene, and the temperature was perfect (actually even got a bit chilly as we were coming back). \n\nI have to say, the crew on the Dolly Steamboat -- Jeff (our Captain), Heather, and John -- definitely made our experience unforgettable! They were lively, bubbly, personable, friendly, and cracked jokes which made the cruise that much more fun. Our Captain, Jeff, made sure to point out the Bighorn Sheep (which was really a neat sight to see!), the vultures, shared interesting facts about the cruise itself, explained the caves, and told us other interesting facts as we cruised along. Heather and John were other crew members on the cruise that made it amazing! Our group pretty much made them our personal photographers since we took as many photos as we could before our cameras died, but they didn't seem to mind. \n\nThen came dinner... and OMGoodness was it amazing!!! I didn't think the food would be all that good but wow! The chefs cooked up some chicken (the most juicy piece of chicken I've EVER had in my life), pork (I don't eat pork but it looked and smelled divine), grilled veggies, and roasted potatoes, complete with salad first and dinner rolls. The food was soooo good that I ended up going back for seconds (after the crew members told us there was enough to go back for seconds if we wanted to... yes, I was totally being a fatty and eating as if it was my last meal). And then, just as I thought I couldn't possibly fit anymore food in my belly, Heather and John told us they were going to bring out dessert -- delicious blackberry cheesecake (so yummy, my mouth is watering just thinking about it). I sure didn't pass on the dessert... and it was well worth almost being rolled off the cruise for eating so much. \n\nWe arrived back at the dock after dark which was great as we were able to see all the stars come out and could even see the Milky Way since it was so dark. The entire evening was perfect -- thank you Dolly Steamboat crew!!! The only thing I would've changed about the dinner cruise would've been to have my man with me and share the experience with him as well... But now that I know, I'll just have to surprise him and take him on a dinner cruise. It's definitely worth the money and the experience is unforgettable!!!",Positive,600
ENTRY-055,"I've been to Pearl more times than i can count over the past couple years... I've tried most all of the martinis, specialty rolls, apps and even some of the shots. The food is fairly consistent, with the exception of one visit where the fake and bake was drowning in eel sauce instead of the spicy stuff they normally use and one time where the calamari was just blah. I'd also skip the Chicken Karaage as it was all breading and really had no taste.  I am a BiG fan of the garlic-soy edamame. The Captain Crunch is a fun twist with the addition of sweet potato to a sushi roll. The Hamachi Popper remains one of my faves since it arrived on their menu. The Rice Crispy is good and the Sunset Strip has a thin slice of lemon on top that adds a nice bright flavor to the roll.  My current fave martini is the Atomic Tea which is the sweet tea vodka w/lemonade and fresh lemon.  Oh! And they have maraschino cherries soaked in 151 if you desire something sweet with a kick!\nAlso gotta note that they have a ladies night on Thursdays and if you wear purple or pearls, you get 50% off any signature martini. $4 martinis = Bonus!",Neutral,214
ENTRY-056,"OK so its simple, just subs. No soups, No salads. I like the #1 Pepe.. The meats are fresh, so are the other fixins. This is a no fuss sandwich joint. \n\nFor those of you complaining, go spend $10-$12 for a \""real roast beef\"" sandwich elsewhere. This is as good as it gets in the Tempe area or any area. Most places have frozen meats (Its a underground \""tube\"" like restaurant) I'm referring to! \n\nThe chips are good, I like the BBQ ones. The bread is uber fresh. If you want the hassle eat elsewhere. When I'm hungry and want good fresh eats, JJ's is the place! \n\nPS Jimmy John, Chandler could use one, either San Tan Village, Chandler Fashion Mall or at Gilbert Crossing at Gilbert & the 202 (san tan)",Positive,132
ENTRY-057,"I am giving this restaurant 4 stars with guarded optimism.  We started going there about 4 months ago and it seems to be slipping in quality.  Perhaps the most annoying thing recently has been their a/c issues. Hopefully it will be truly fixed soon.  Unfortunately, we had to leave during one of our attempts to dine there.  According to their own thermostat the temp in the restaurant was 89 degrees!  One of our party is 89 years old and we felt it unwise to sit and swelter. I admit to being disturbed by the attitude of one of the servers who was chiding me for leaving after all the trouble he went through to setup a table for 5.  Really? No compassion for the senior with us.  One wonders how good an idea it is to serve sushi in such a warm room.  Scott the manager was not there but probably would have handled things better.  Hopefully they will fix the a/c better and not complain if people choose not to stay.  Actual sushi is good but again the quality seems to be slipping.  Service is ok.  Hardest working person there is the young busboy.  Guardedly 4 stars but beware of future decline.",Positive,203
ENTRY-058,"This place is a 2nd tier steakhouse for Vegas when it really comes down to it.  3.5 stars.\n\nWe had a couple of gift certificates that were about to expire so I ordered something I never would.  The King Cut Prime Rib!  What a MONSTER!!  A tremendous piece of bloody cow.  The couple at the table next to us had a look of horror when it was brought to the table.  It was even better than Lawry's.  Just go easy on the horseradish or you'll be making \""wasabi burning face\"" in about 5 minutes like I did.\n\nMy wife got the filet mignon as usual and it was really meh.  Ruth's Chris serves a better filet than Gallagher's.  Sides were fine.  We got sauteed spinach which was nice and buttery along with the 4 cheese mac.\n\nService was fine.  I thought it was funny that the server really went out of his way to let us know off the bat that everything was a la carte.  \n\nAnd even though I gush about the prime rib, I never go to nice steakhouses to eat it.  You can do much better for an average price of $40 a steak elsewhere in town.  Craftsteak, Carnevino, Cut, Stripsteak, Del Frisco, Capital Grille and yes, possibly even Ruth's Chris would all be places I'd rather shell out my own dough to eat at than here.  \n\nBut you know what I'm ordering if there is a next time!",Neutral,239
ENTRY-059,"Can you say Hell Ya!\n\nI have heard about IN-N-OUT for years, I finally got my chance to be part of the masses and willingly submit my soul to the cult of IN-N-OUT!\n\nI snuck out the hotel room while here in Glendale, it was under the guise to get some juice and waters etc. honestly I didn't want to take Twinkee with me since she is competing in a meet here and eating a double in front of her and then telling her she cant have none, could be in some circles considered child abuse.\n\nHonestly the best burgers I have ever had use a simple recipe, good ingredients. IN-N-OUT has this down to a science. The double was perfect, nice amounts of melted gooey cheese, fresh tomato, onion IN-N-OUT sauce this is a burger that could be considered appropriate for every meal. The fries are fresh cut, crispy and nicely salted and I love the fact the wrapper of the burger and the boat the fries are served in are plastered with facts and IN-N-OUT rhetoric further drawing you into the grasp of this cult. \n\nThe little red serving trays are the some cool little pieces of plastic, they have dudes coming around cleaning up and picking up the trays or I would probably of had 3 new souvenirs.\n\nIN-N-OUT when I am in a city your in I am there!",Positive,229
ENTRY-060,"While visiting in February we came across Bootleggers as a recommendation from the resort concierge @ Tahiti Village. It was Valentines Day, although we really didn't realize it at the time and typically restaurants are reservations only. Lucky for us we were early and they were more that happy to seat us.  \n\nRead the family history that is printed on the menu and it was interesting. The food was good and the service top notch... The minestrone is worth going back for all n its own. We had been flying all day before we went to eat and I was extremely thirsty and my glass was filled without ever having to ask! Our server was a black gentlemen and he was pleasant, friendly and on top of everything. \n\nWe ended up going back a few days later for lunch with some friends and the food/services was just a good..\n\nIt's a little dark inside so hard to read the menus but I was recommend bootleggers!",Positive,164
ENTRY-061,"Everytime I am downtown the Main Street Station is a must.  I enjoy the victorian charm of the hotel and all the antiquities.  I find the casino and public areas to be very enjoyable.  I have never stayed here, so can't comment on the rooms.\n\nThere is a good selection of video poker in the casino, including the main bar along the back wall.  All the dealers and staff that I encountered were helpful and friendly.  The genuinely seemed to appreciate their customers.  Cocktail service was fine and generally prompt.  \n\nWe are fans of the buffet for dinner (T-bone steak night) at an affordable price, and the Triple 7 Brew Pub has great food and service as well.\n\nMain Street Station is only a block or two away from Fremont Street, so it's within very easy walking distance.  A great place to play!",Positive,141
ENTRY-062,"The beer selection is hard to top & the freshness of all of them is amazing! You won't find crap in stock here! I had a red ale to start. Red ales are notoriously poor tasting as they are not very popular & sit too long(never fresh enough). This red ale was a game changer! Fresh, crisp & delicious. My boyfriend had a Belgian triple-also very good & fresh. We each had a burger. Mine was great & the fries were good too, just a lot to eat. His pork burger was a bit too rich for his liking, but he loved it, but his coleslaw missed the mark (fresh, but not exactly what you might expect coleslaw to be). The ambiance is nice, hipster/industrial type. I just felt it was a little less than welcoming (maybe too sterile). I will definitely come back & recommend it to anyone-especially beer lovers. Also, I can't wait for a Tuesday off to try their TV dinners!!!!",Positive,164
ENTRY-063,"This will be my Mexican restaurant for out-of-towners.  The ambience is hip and cool (has a Brooklyn/Williamsburg feel to the place).  It's not your typical authetic Mexican Restaurant.  \n\nFor a frame of reference - I really love street Mexican food - Cabeza, Lengua, Chicharone, Carne Asada, Carnitas, Al Pastor Tacos - Not the restaurant for these types of tacos (La Salsita, Ta Carbon is where I'd go)\n\nFor dinner, my fiance and I got way too much food...\n\nPrickly Pear Margarita - on the sour side - not bad though\nGuacamole (made from scratch) - really really good, but I can make it at home\nOaxacan Tamale (wrapped with banana leave) - very good flavor\nPork Taco - not bad\nBeef (Carne Asada) Taco - very good flavor, goes great with the salsa\nFish Taco - very good as well, flaky meat this is not too dry and yet flavorful\nBeef Torta - probably my least favorite dish...don't get me wrong, the meat is very good and tasty and the bread is good - just not my cup of tea\nPosole - nice broth that comes to life after you add all the garnish and the chili sauce (I think it's Guajillo chili but I am not 100% sure)\n\nNot a very expensive bill even though we got all this food - we had a lot of leftovers.  \n\nIf you are looking for a Mexican restaurant that is unique, hip, cool to out-of-towner...look no further than Gallo Blanco.",Positive,238
ENTRY-064,"Delicious food and great service! I get the Ricks Adobo almost every time, which is marinated chicken and rice in an omelet. The pancakes are good too, as I have dabbled in some. There Lemon Ricotta Pancakes are amazing. Good prices, good portions, and friendly staff. The only downside can be actually getting into Baby stacks.  The location is small, and due to the awesomeness of the food, its very busy. If your in a hurry though, you can call ahead and have the food ready for take out! 5 Stars!",Positive,91
ENTRY-065,"So I go out today to find the 2 Hippies magic mushroom and a client tells me there is another 2 Hippies, that just \""popped up over night\"" WELL I had to try it. \n\nAfter driving by, I finally parked in the lot and took a survey of the building. \n\n1. Nice outdoor patio\n2. Clean and New\n3. Small\n4. Looked packed\n\nSo I walk in and there was 3 patrons. 2 young guys and 1 US Senator. Yep that is right, a full fledged Senator. Don't ask who because I cannot remember. \n\nSo the 3 people made the place looked packed. I told you it was small. \n\nI was greeted right away by the owner. He is a really nice guy who cares about the food he serves. We spoke about the recent call his wife received from DINERS DRIVE INS AND DIVES. She asked the caller to not pull her husbands leg, because he is a huge fan and it would be a thrill to be on the show. \n\nThe DDD reviewers spotted 2 Hippies via YELP! She explained he has a 4 star rating and tons of reviews. He was unaware of Yelp but took it as a compliment. ( I bet he looks today) HI!\n\nThe food is a healthy Mexican food menu. I sampled the taco trio of fish, beef and chicken. All 3 where wonderful, you sure can taste freshness. The favorite was the fish. $5 with a Coke.\n\nThe other items are quesidillas, burritos, tacos, etc. \n\nI tried both the red and the green salsa. The red is boring and the green is good. Neither of them will make you burn your mouth. He is tweaking the salsa so be sure to rate it if it gets better. \n\nI will return when in the area FO SHO.\n\nWell the return was on 10-7-08. \n\nI had the taco trio constisting of green beef taco, carne asada taco and red chile taco. They were all good but the green was the best of the 3. \nThe salsa needs a makeover. I was hoping for a better flavor this time. The green is good but sweet, the red is bad. Maybe a little \""mexican\"" in it wouldn't be bad. \n\nDo not go here expecting greasy, gut  buster, cheese covered everything MEXICAN food. Go here expecting a healthier, fresh tasting meal. The food is prepared by a fat white guy and cooked by a Mexican guy. (not that that matters, my mom-in-law makes killer mexican food and she is white)",Positive,417
ENTRY-066,"When you think about Las Vegas, you usually think about the Las Vegas Strip, the shopping, gambling, the shows and the celebrity chefs that occupy Las Vegas Strip. But we all forget that Las Vegas was once run by the Mob and this museum reminded us that once upon a time up until recently we had mobsters in this country all the way from NY to LA. \n\nThis museum is not only informative but fun. It is full of information and interactive videos to give you an idea the history of the Italian Mafia and crime in this country. \n\nIt is located conveniently downtown so if you go to Las Vegas it is definitely worth the trip. BTW I got a great deal on the tickets, if you buy the combo tickets with Neon Museum(which is another great place to visit) it is only 30 dollars for 2 museums. It is an awesome deal! Don't spent too much time on the Strip, go visit these museums it is worth the trip.",Positive,171
ENTRY-067,"Watch your tongue!  It might end up with a hot pepper on it!\nThis was the first stop on Jaime W.'s and my spicy drink tour of Las Vegas.  She already sold me on the serrano martini in her review, so here we met.\nFirst, Jaime seemed to know everyone who works there - not just the restaurant but the casino!\nWe had 2 amazing bartenders - forgot their names but the feisty curly haired brunette made our sizzlin' hot serrano sippers and gave us house made potato chips with French onion dip for free!  The male bartender (J name I think) kept refilling our waters and checking on us- wow!\nI LOVED the drink - it was a blend of muddled basil and serrano with a floating slice of HOT PEPPER.  I bit into it and got watery eyes - YES!  We had a nice time here but opted to have food somewhere else (we were just gettin' started!)\nThe tour continues as we hunt for spicy drinks in Vegas!",Positive,166
